component_id,lot_id,value_0h,value_24h,value_96h,value_168h,defect_type,is_defect
COMP_01155,Lot_B,13.917,14.181,14.592,14.935,Healthy,0
COMP_01156,Lot_C,10.39,10.48,11.034,11.627,Healthy,0
COMP_01157,Lot_A,8.884,9.112,9.542,9.963,Healthy,0
COMP_01158,Lot_C,9.768,11.141,20.38,42.666,Latent Defect,1
COMP_01159,Lot_C,11.518,11.742,12.182,12.53,Healthy,0
COMP_01160,Lot_A,8.493,8.667,8.987,9.462,Healthy,0
COMP_01161,Lot_C,10.981,11.317,11.758,12.297,Healthy,0
COMP_01162,Lot_A,8.482,8.801,9.084,9.411,Healthy,0
COMP_01163,Lot_A,8.375,8.62,8.911,9.331,Healthy,0
COMP_01164,Lot_C,10.926,11.116,11.429,11.702,Healthy,0
COMP_01165,Lot_A,8.896,9.099,9.533,9.775,Healthy,0
COMP_01166,Lot_C,11.781,12.037,12.625,13.024,Healthy,0
COMP_01167,Lot_C,9.962,10.205,10.568,10.873,Healthy,0
COMP_01168,Lot_B,11.891,12.052,12.752,13.13,Healthy,0
COMP_01169,Lot_A,9.673,9.859,10.159,10.411,Healthy,0
COMP_01170,Lot_A,8.162,8.415,8.847,9.12,Healthy,0
COMP_01171,Lot_B,13.096,13.361,13.895,14.392,Healthy,0
COMP_01172,Lot_C,9.672,10.02,10.478,10.675,Healthy,0
COMP_01173,Lot_B,14.962,15.393,15.918,16.277,Healthy,0
COMP_01174,Lot_A,8.283,8.496,9.091,9.439,Healthy,0
COMP_01175,Lot_B,14.841,15.094,15.495,15.785,Healthy,0
COMP_01176,Lot_B,12.182,12.473,12.768,13.036,Healthy,0
COMP_01177,Lot_C,11.192,11.366,11.919,12.063,Healthy,0
COMP_01178,Lot_A,9.66,20.849,51.467,116.91,Gross Failure,1
COMP_01179,Lot_C,10.243,10.565,10.862,11.183,Healthy,0
COMP_01180,Lot_B,12.321,12.482,13.004,13.448,Healthy,0
COMP_01181,Lot_C,9.697,10.069,10.424,10.924,Healthy,0
COMP_01182,Lot_A,8.95,9.905,22.377,39.266,Latent Defect,1
COMP_01183,Lot_B,14.326,14.587,15.082,15.522,Healthy,0
COMP_01184,Lot_C,10.761,10.984,11.498,11.893,Healthy,0
COMP_01185,Lot_A,8.671,8.905,9.38,9.927,Healthy,0
COMP_01186,Lot_C,9.734,10.081,10.457,10.719,Healthy,0
COMP_01187,Lot_B,16.604,16.897,17.415,17.825,Healthy,0
COMP_01188,Lot_A,9.626,9.908,10.456,10.701,Healthy,0
COMP_01189,Lot_A,9.287,10.44,20.947,34.66,Latent Defect,1
COMP_01190,Lot_C,10.567,11.319,20.405,34.141,Latent Defect,1
COMP_01191,Lot_A,9.006,9.262,9.619,10.113,Healthy,0
COMP_01192,Lot_B,12.014,12.021,12.533,12.706,Healthy,0
COMP_01193,Lot_A,7.808,8.017,8.296,8.596,Healthy,0
COMP_01194,Lot_B,11.454,11.717,12.02,12.373,Healthy,0
COMP_01195,Lot_A,9.43,9.742,10.182,10.434,Healthy,0
COMP_01196,Lot_C,10.143,10.338,10.812,10.99,Healthy,0
COMP_01197,Lot_C,10.727,10.979,11.694,12.175,Healthy,0
COMP_01198,Lot_C,10.51,10.75,11.112,11.556,Healthy,0
COMP_01199,Lot_C,9.793,10.137,10.635,11.026,Healthy,0
COMP_01200,Lot_A,8.976,9.152,9.479,9.724,Healthy,0
COMP_01201,Lot_C,10.943,11.117,11.469,11.872,Healthy,0
COMP_01202,Lot_A,8.298,9.422,18.223,30.408,Latent Defect,1
COMP_01203,Lot_A,7.726,8.071,8.456,8.616,Healthy,0
COMP_01204,Lot_A,7.694,7.972,8.463,8.784,Healthy,0
COMP_01205,Lot_B,12.242,12.38,12.874,13.308,Healthy,0
COMP_01206,Lot_C,11.16,11.321,11.935,12.279,Healthy,0
COMP_01207,Lot_B,13.029,13.351,13.736,13.869,Healthy,0
COMP_01208,Lot_B,13.775,14.053,14.46,14.872,Healthy,0
COMP_01209,Lot_A,9.162,9.291,9.743,9.866,Healthy,0
COMP_01210,Lot_C,9.889,10.109,10.618,10.861,Healthy,0
COMP_01211,Lot_B,12.536,12.529,13.046,13.387,Healthy,0
COMP_01212,Lot_B,13.096,13.226,13.724,14.24,Healthy,0
COMP_01213,Lot_A,8.352,8.654,9.0,9.342,Healthy,0
COMP_01214,Lot_C,8.622,8.935,9.404,9.632,Healthy,0
COMP_01215,Lot_B,12.118,12.373,12.934,13.432,Healthy,0
COMP_01216,Lot_A,8.393,9.32,19.177,41.64,Latent Defect,1
COMP_01217,Lot_A,7.202,7.375,7.899,8.264,Healthy,0
COMP_01218,Lot_B,12.4,12.668,13.235,13.576,Healthy,0
COMP_01219,Lot_B,12.795,13.093,13.51,13.974,Healthy,0
COMP_01220,Lot_A,10.121,10.3,10.6,10.987,Healthy,0
COMP_01221,Lot_C,8.843,8.989,9.193,9.505,Healthy,0
COMP_01222,Lot_A,8.474,8.682,9.299,9.781,Healthy,0
COMP_01223,Lot_B,15.122,15.375,15.968,16.348,Healthy,0
COMP_01224,Lot_C,10.188,10.4,10.579,10.992,Healthy,0
COMP_01225,Lot_B,14.27,14.398,14.846,15.296,Healthy,0
COMP_01226,Lot_B,12.605,12.95,13.383,13.681,Healthy,0
COMP_01227,Lot_B,14.375,15.389,23.801,39.562,Latent Defect,1
COMP_01228,Lot_A,7.586,7.848,8.237,8.635,Healthy,0
COMP_01229,Lot_C,8.439,8.599,9.055,9.552,Healthy,0
COMP_01230,Lot_B,13.416,13.619,13.89,14.176,Healthy,0
COMP_01231,Lot_C,9.962,10.023,10.328,10.604,Healthy,0
COMP_01232,Lot_A,8.294,23.131,55.077,119.124,Gross Failure,1
COMP_01233,Lot_A,8.6,8.82,9.347,9.754,Healthy,0
COMP_01234,Lot_A,7.337,8.531,19.366,40.01,Latent Defect,1
COMP_01235,Lot_B,13.408,13.639,14.14,14.571,Healthy,0
COMP_01236,Lot_B,13.127,13.396,13.816,14.032,Healthy,0
COMP_01237,Lot_C,9.843,10.039,10.408,10.901,Healthy,0
COMP_01238,Lot_B,14.047,14.161,14.481,14.795,Healthy,0
COMP_01239,Lot_C,9.423,10.687,18.322,38.718,Latent Defect,1
COMP_01240,Lot_A,8.465,8.688,9.136,9.444,Healthy,0
COMP_01241,Lot_C,8.172,8.423,8.835,9.089,Healthy,0
COMP_01242,Lot_C,10.988,11.291,12.034,12.467,Healthy,0
COMP_01243,Lot_C,9.421,9.598,9.989,10.272,Healthy,0
COMP_01244,Lot_C,10.098,10.225,10.752,11.112,Healthy,0
COMP_01245,Lot_C,10.479,10.638,11.117,11.597,Healthy,0
COMP_01246,Lot_B,12.053,12.232,12.768,13.021,Healthy,0
COMP_01247,Lot_A,8.313,8.681,9.027,9.531,Healthy,0
COMP_01248,Lot_A,8.231,8.392,8.914,9.275,Healthy,0
COMP_01249,Lot_C,10.012,10.2,10.662,10.806,Healthy,0
COMP_01250,Lot_B,13.241,13.594,13.833,14.142,Healthy,0
COMP_01251,Lot_C,9.213,9.342,9.546,9.778,Healthy,0
COMP_01252,Lot_B,12.733,31.181,58.567,120.922,Gross Failure,1
COMP_01253,Lot_A,8.676,9.059,9.578,9.991,Healthy,0
COMP_01254,Lot_A,9.059,21.287,53.423,122.358,Gross Failure,1
COMP_01255,Lot_B,10.744,10.94,11.23,11.603,Healthy,0
COMP_01256,Lot_B,12.536,13.861,23.198,37.333,Latent Defect,1
COMP_01257,Lot_A,7.3,7.55,7.907,8.204,Healthy,0
COMP_01258,Lot_B,14.032,14.343,15.009,15.327,Healthy,0
COMP_01259,Lot_A,7.987,8.271,8.653,8.95,Healthy,0
COMP_01260,Lot_B,12.778,13.16,13.694,14.125,Healthy,0
COMP_01261,Lot_A,9.786,11.167,18.97,39.188,Latent Defect,1
COMP_01262,Lot_C,10.913,11.215,11.642,12.046,Healthy,0
COMP_01263,Lot_A,8.484,8.656,9.018,9.438,Healthy,0
COMP_01264,Lot_B,12.004,12.189,12.729,13.092,Healthy,0
COMP_01265,Lot_A,8.962,9.113,9.629,9.913,Healthy,0
COMP_01266,Lot_A,7.686,7.896,8.51,8.823,Healthy,0
COMP_01267,Lot_B,15.422,24.235,51.504,122.097,Gross Failure,1
COMP_01268,Lot_B,14.733,14.914,15.372,15.794,Healthy,0
COMP_01269,Lot_B,12.748,13.01,13.461,13.663,Healthy,0
COMP_01270,Lot_A,8.224,23.261,58.777,104.933,Gross Failure,1
COMP_01271,Lot_B,13.829,14.089,14.413,14.943,Healthy,0
COMP_01272,Lot_C,9.688,9.916,10.443,10.981,Healthy,0
COMP_01273,Lot_C,10.613,10.929,11.259,11.618,Healthy,0
COMP_01274,Lot_A,8.074,8.381,8.926,9.439,Healthy,0
COMP_01275,Lot_B,10.626,10.825,11.431,11.641,Healthy,0
COMP_01276,Lot_A,9.145,9.485,9.932,10.14,Healthy,0
COMP_01277,Lot_A,8.403,8.769,9.404,9.775,Healthy,0
COMP_01278,Lot_C,9.12,9.51,10.058,10.317,Healthy,0
COMP_01279,Lot_A,8.774,9.048,9.421,9.806,Healthy,0
COMP_01280,Lot_B,14.217,14.443,15.038,15.213,Healthy,0
COMP_01281,Lot_B,15.44,15.695,16.273,16.645,Healthy,0
COMP_01282,Lot_C,9.259,9.506,9.727,10.146,Healthy,0
COMP_01283,Lot_B,13.213,13.448,13.988,14.342,Healthy,0
COMP_01284,Lot_A,8.985,9.312,9.697,9.963,Healthy,0
COMP_01285,Lot_A,7.122,7.382,7.886,8.104,Healthy,0
COMP_01286,Lot_B,14.562,14.747,14.944,15.444,Healthy,0
COMP_01287,Lot_A,6.922,7.249,7.785,8.167,Healthy,0
COMP_01288,Lot_B,12.425,12.715,13.291,13.542,Healthy,0
COMP_01289,Lot_A,9.281,9.606,10.091,10.387,Healthy,0
COMP_01290,Lot_A,9.248,10.55,18.526,35.608,Latent Defect,1
COMP_01291,Lot_B,13.901,14.16,14.74,15.056,Healthy,0
COMP_01292,Lot_A,7.7,8.126,8.374,8.674,Healthy,0
COMP_01293,Lot_B,13.308,13.637,14.164,14.745,Healthy,0
COMP_01294,Lot_B,12.871,13.051,13.474,13.792,Healthy,0
COMP_01295,Lot_C,9.939,10.11,10.654,11.041,Healthy,0
COMP_01296,Lot_A,7.489,8.883,17.165,32.208,Latent Defect,1
COMP_01297,Lot_A,8.57,8.679,9.2,9.266,Healthy,0
COMP_01298,Lot_A,7.677,8.053,8.42,8.719,Healthy,0
COMP_01299,Lot_B,14.401,14.588,15.129,15.597,Healthy,0
COMP_01300,Lot_C,10.431,10.565,10.943,11.564,Healthy,0
COMP_01301,Lot_A,8.108,8.596,9.252,9.653,Healthy,0
COMP_01302,Lot_C,10.268,10.48,10.92,11.201,Healthy,0
COMP_01303,Lot_A,8.449,8.59,8.87,9.35,Healthy,0
COMP_01304,Lot_B,11.226,12.604,19.262,38.836,Latent Defect,1
COMP_01305,Lot_C,9.813,10.169,10.579,10.728,Healthy,0
COMP_01306,Lot_C,9.831,10.094,10.528,10.935,Healthy,0
COMP_01307,Lot_C,9.492,9.641,9.971,10.269,Healthy,0
COMP_01308,Lot_C,9.528,9.971,10.571,10.99,Healthy,0
COMP_01309,Lot_A,8.857,9.131,9.617,9.984,Healthy,0
COMP_01310,Lot_C,10.036,10.119,10.524,10.85,Healthy,0
COMP_01311,Lot_A,7.901,8.106,8.592,9.019,Healthy,0
COMP_01312,Lot_C,10.269,10.579,11.12,11.44,Healthy,0
COMP_01313,Lot_B,13.578,13.688,14.092,14.392,Healthy,0
COMP_01314,Lot_C,11.378,11.655,11.945,12.354,Healthy,0
COMP_01315,Lot_B,14.001,14.244,14.776,14.877,Healthy,0
COMP_01316,Lot_B,10.031,10.186,10.654,11.158,Healthy,0
COMP_01317,Lot_B,11.761,12.79,22.423,39.192,Latent Defect,1
COMP_01318,Lot_C,9.506,9.722,10.33,10.791,Healthy,0
COMP_01319,Lot_A,8.519,8.901,9.412,9.878,Healthy,0
COMP_01320,Lot_A,7.812,8.009,8.38,8.721,Healthy,0
COMP_01321,Lot_A,8.548,8.824,9.511,9.933,Healthy,0
COMP_01322,Lot_A,8.088,8.338,8.968,9.397,Healthy,0
COMP_01323,Lot_C,11.343,11.554,11.919,12.199,Healthy,0
COMP_01324,Lot_A,8.178,8.343,8.829,9.21,Healthy,0
COMP_01325,Lot_C,11.205,11.314,11.651,12.081,Healthy,0
COMP_01326,Lot_A,8.647,8.9,9.502,9.751,Healthy,0
COMP_01327,Lot_A,7.917,8.099,8.308,8.671,Healthy,0
COMP_01328,Lot_C,9.529,10.583,18.713,36.668,Latent Defect,1
COMP_01329,Lot_B,12.122,12.389,12.894,13.215,Healthy,0
COMP_01330,Lot_B,12.601,12.866,13.313,13.796,Healthy,0
COMP_01331,Lot_B,13.35,14.769,25.185,39.889,Latent Defect,1
COMP_01332,Lot_C,9.498,9.744,10.298,10.841,Healthy,0
COMP_01333,Lot_A,8.113,8.367,8.913,9.257,Healthy,0
COMP_01334,Lot_C,11.48,11.622,12.153,12.57,Healthy,0
COMP_01335,Lot_C,11.037,11.292,11.849,12.174,Healthy,0
COMP_01336,Lot_B,12.118,12.293,12.57,12.876,Healthy,0
COMP_01337,Lot_A,8.749,8.983,9.456,9.93,Healthy,0
COMP_01338,Lot_B,12.431,12.868,13.409,13.739,Healthy,0
COMP_01339,Lot_A,8.324,8.494,8.941,9.074,Healthy,0
COMP_01340,Lot_A,9.505,9.529,9.984,10.22,Healthy,0
COMP_01341,Lot_A,7.939,8.143,8.824,9.064,Healthy,0
COMP_01342,Lot_B,14.006,14.349,14.518,14.806,Healthy,0
COMP_01343,Lot_C,11.336,11.481,12.075,12.423,Healthy,0
COMP_01344,Lot_C,9.945,10.201,10.692,10.946,Healthy,0
COMP_01345,Lot_C,9.766,10.045,10.516,10.901,Healthy,0
COMP_01346,Lot_B,12.209,12.51,12.975,13.167,Healthy,0
COMP_01347,Lot_A,8.075,8.253,8.594,8.897,Healthy,0
COMP_01348,Lot_B,13.675,13.875,14.352,14.708,Healthy,0
COMP_01349,Lot_C,9.299,9.521,10.075,10.44,Healthy,0
COMP_01350,Lot_A,8.939,9.291,9.793,9.951,Healthy,0
COMP_01351,Lot_C,10.244,10.444,11.111,11.501,Healthy,0
COMP_01352,Lot_B,12.343,12.638,13.099,13.277,Healthy,0
COMP_01353,Lot_B,13.949,14.167,14.787,15.125,Healthy,0
COMP_01354,Lot_C,11.295,11.579,12.146,12.447,Healthy,0
COMP_01355,Lot_B,13.388,13.5,13.935,14.137,Healthy,0
COMP_01356,Lot_C,8.971,9.15,9.679,10.015,Healthy,0
COMP_01357,Lot_C,10.028,10.264,10.844,11.194,Healthy,0
COMP_01358,Lot_B,13.274,13.478,14.066,14.538,Healthy,0
COMP_01359,Lot_A,8.47,8.674,8.93,9.193,Healthy,0
COMP_01360,Lot_B,10.616,10.793,11.286,11.631,Healthy,0
COMP_01361,Lot_C,12.091,12.311,12.707,13.164,Healthy,0
COMP_01362,Lot_A,6.958,7.09,7.62,7.95,Healthy,0
COMP_01363,Lot_B,12.81,12.985,13.464,13.733,Healthy,0
COMP_01364,Lot_B,13.08,13.237,13.665,14.218,Healthy,0
COMP_01365,Lot_C,9.618,9.857,10.283,10.65,Healthy,0
COMP_01366,Lot_A,8.875,9.145,9.629,9.961,Healthy,0
COMP_01367,Lot_C,10.09,10.323,10.556,11.169,Healthy,0
COMP_01368,Lot_C,10.655,10.827,11.305,11.52,Healthy,0
COMP_01369,Lot_A,8.105,8.236,8.68,8.872,Healthy,0
COMP_01370,Lot_A,8.811,9.115,9.466,9.832,Healthy,0
COMP_01371,Lot_C,9.208,9.499,9.866,10.295,Healthy,0
COMP_01372,Lot_A,7.051,7.22,7.537,7.908,Healthy,0
COMP_01373,Lot_C,10.5,10.772,11.161,11.231,Healthy,0
COMP_01374,Lot_B,13.043,13.356,14.127,14.435,Healthy,0
COMP_01375,Lot_A,7.968,8.243,8.663,9.14,Healthy,0
COMP_01376,Lot_C,9.273,9.503,10.058,10.439,Healthy,0
COMP_01377,Lot_B,14.277,14.492,15.094,15.278,Healthy,0
COMP_01378,Lot_B,11.214,30.051,65.088,132.454,Gross Failure,1
COMP_01379,Lot_B,13.109,13.359,13.649,13.997,Healthy,0
COMP_01380,Lot_B,14.498,14.752,15.284,15.7,Healthy,0
COMP_01381,Lot_A,7.69,8.008,8.421,8.745,Healthy,0
COMP_01382,Lot_B,15.307,15.605,15.979,16.335,Healthy,0
COMP_01383,Lot_C,10.033,10.418,10.873,11.443,Healthy,0
COMP_01384,Lot_A,7.463,7.71,8.068,8.369,Healthy,0
COMP_01385,Lot_B,12.48,12.673,13.33,13.823,Healthy,0
COMP_01386,Lot_A,8.822,9.034,9.402,9.826,Healthy,0
COMP_01387,Lot_C,10.27,10.509,11.023,11.463,Healthy,0
COMP_01388,Lot_A,8.377,9.419,16.938,35.564,Latent Defect,1
COMP_01389,Lot_C,11.951,12.112,12.694,12.976,Healthy,0
COMP_01390,Lot_B,12.479,30.223,63.947,125.933,Gross Failure,1
COMP_01391,Lot_A,8.683,8.879,9.437,9.781,Healthy,0
COMP_01392,Lot_A,7.389,7.568,7.644,7.999,Healthy,0
COMP_01393,Lot_A,9.543,9.709,10.23,10.623,Healthy,0
COMP_01394,Lot_B,12.173,12.546,12.963,13.514,Healthy,0
COMP_01395,Lot_A,7.191,7.42,7.852,8.198,Healthy,0
COMP_01396,Lot_C,10.645,11.167,11.671,12.024,Healthy,0
COMP_01397,Lot_B,11.794,11.893,12.483,12.779,Healthy,0
COMP_01398,Lot_A,10.583,10.903,11.394,11.783,Healthy,0
COMP_01399,Lot_B,13.444,13.639,13.879,14.174,Healthy,0
COMP_01400,Lot_C,9.983,10.182,10.477,10.753,Healthy,0
COMP_01401,Lot_A,9.329,9.638,10.109,10.518,Healthy,0
COMP_01402,Lot_A,7.594,7.781,8.268,8.518,Healthy,0
COMP_01403,Lot_A,8.587,8.736,8.988,9.411,Healthy,0
COMP_01404,Lot_C,10.924,11.124,11.391,11.521,Healthy,0
COMP_01405,Lot_B,15.026,15.285,15.662,15.976,Healthy,0
COMP_01406,Lot_B,10.895,12.219,24.719,40.763,Latent Defect,1
COMP_01407,Lot_C,12.145,12.386,13.036,13.417,Healthy,0
COMP_01408,Lot_C,10.276,10.673,11.217,11.604,Healthy,0
COMP_01409,Lot_B,10.865,21.343,58.636,130.378,Gross Failure,1
COMP_01410,Lot_C,10.116,11.197,17.939,33.98,Latent Defect,1
COMP_01411,Lot_A,8.605,8.786,9.121,9.465,Healthy,0
COMP_01412,Lot_A,9.659,9.964,10.448,10.817,Healthy,0
COMP_01413,Lot_A,8.941,9.182,9.583,10.007,Healthy,0
COMP_01414,Lot_A,8.32,8.475,9.098,9.261,Healthy,0
COMP_01415,Lot_B,14.67,14.961,15.294,15.647,Healthy,0
COMP_01416,Lot_C,9.614,9.929,10.473,10.869,Healthy,0
COMP_01417,Lot_A,9.097,9.338,9.999,10.472,Healthy,0
COMP_01418,Lot_A,8.118,8.433,8.97,9.294,Healthy,0
COMP_01419,Lot_B,12.628,12.975,13.423,13.799,Healthy,0
COMP_01420,Lot_C,11.261,11.714,12.1,12.428,Healthy,0
COMP_01421,Lot_A,8.559,8.817,9.312,9.613,Healthy,0
COMP_01422,Lot_B,11.607,11.997,12.521,12.829,Healthy,0
COMP_01423,Lot_A,8.85,9.246,9.602,9.973,Healthy,0
COMP_01424,Lot_A,7.388,7.629,8.153,8.391,Healthy,0
COMP_01425,Lot_C,9.832,10.146,10.666,10.9,Healthy,0
COMP_01426,Lot_C,10.336,10.631,11.094,11.553,Healthy,0
COMP_01427,Lot_A,8.028,8.311,8.622,8.812,Healthy,0
COMP_01428,Lot_C,10.703,11.907,20.712,36.049,Latent Defect,1
COMP_01429,Lot_B,13.91,14.808,25.798,44.925,Latent Defect,1
COMP_01430,Lot_C,8.688,8.948,9.717,10.185,Healthy,0
COMP_01431,Lot_B,12.089,12.397,12.677,12.889,Healthy,0
COMP_01432,Lot_B,12.926,13.22,13.767,14.2,Healthy,0
COMP_01433,Lot_B,13.544,13.665,14.108,14.555,Healthy,0
COMP_01434,Lot_B,13.488,13.752,14.242,14.623,Healthy,0
COMP_01435,Lot_A,6.928,7.27,7.707,8.128,Healthy,0
COMP_01436,Lot_A,6.655,7.038,7.35,7.954,Healthy,0
COMP_01437,Lot_A,10.195,10.339,10.887,11.136,Healthy,0
COMP_01438,Lot_C,9.425,9.625,10.129,10.511,Healthy,0
COMP_01439,Lot_A,7.539,7.824,8.249,8.417,Healthy,0
COMP_01440,Lot_B,12.523,12.905,13.307,13.474,Healthy,0
COMP_01441,Lot_C,10.733,10.909,11.385,11.717,Healthy,0
COMP_01442,Lot_A,9.909,10.146,10.458,10.761,Healthy,0
COMP_01443,Lot_B,11.648,11.882,12.544,13.019,Healthy,0
COMP_01444,Lot_B,15.245,15.534,16.001,16.251,Healthy,0
COMP_01445,Lot_C,10.243,10.482,11.026,11.263,Healthy,0
COMP_01446,Lot_A,8.542,8.666,9.157,9.574,Healthy,0
COMP_01447,Lot_B,11.216,11.359,11.654,11.986,Healthy,0
COMP_01448,Lot_C,8.742,9.103,9.605,10.015,Healthy,0
COMP_01449,Lot_C,8.57,8.923,9.451,9.733,Healthy,0
COMP_01450,Lot_B,11.304,11.548,11.942,12.25,Healthy,0
COMP_01451,Lot_B,12.224,12.532,12.67,13.163,Healthy,0
COMP_01452,Lot_B,14.098,14.365,14.797,15.256,Healthy,0
COMP_01453,Lot_C,9.962,11.106,22.314,45.548,Latent Defect,1
COMP_01454,Lot_B,11.932,12.216,12.536,12.936,Healthy,0
COMP_01455,Lot_A,7.877,8.224,8.662,9.017,Healthy,0
COMP_01456,Lot_C,11.468,24.269,62.693,117.626,Gross Failure,1
COMP_01457,Lot_B,14.316,14.709,15.127,15.258,Healthy,0
COMP_01458,Lot_B,12.243,12.688,13.067,13.594,Healthy,0
COMP_01459,Lot_A,8.015,8.214,8.758,9.174,Healthy,0
COMP_01460,Lot_B,13.937,14.188,14.762,15.208,Healthy,0
COMP_01461,Lot_B,14.264,14.464,15.038,15.336,Healthy,0
COMP_01462,Lot_B,12.827,13.063,13.393,13.57,Healthy,0
COMP_01463,Lot_A,9.479,9.673,10.09,10.367,Healthy,0
COMP_01464,Lot_B,12.718,12.927,13.531,13.822,Healthy,0
COMP_01465,Lot_C,11.543,11.884,12.277,12.659,Healthy,0
COMP_01466,Lot_A,8.915,9.233,9.796,10.164,Healthy,0
COMP_01467,Lot_C,9.141,9.442,9.864,9.935,Healthy,0
COMP_01468,Lot_B,13.429,13.621,14.016,14.366,Healthy,0
COMP_01469,Lot_C,8.602,8.863,9.275,9.537,Healthy,0
COMP_01470,Lot_C,10.042,10.156,10.615,11.013,Healthy,0
COMP_01471,Lot_B,13.336,13.649,14.239,14.581,Healthy,0
COMP_01472,Lot_C,10.986,11.229,11.595,11.906,Healthy,0
COMP_01473,Lot_C,10.24,10.577,11.027,11.31,Healthy,0
COMP_01474,Lot_B,14.589,15.502,24.001,44.233,Latent Defect,1
COMP_01475,Lot_A,9.913,11.209,21.084,38.357,Latent Defect,1
COMP_01476,Lot_B,13.603,13.863,14.223,14.542,Healthy,0
COMP_01477,Lot_C,9.219,9.47,9.94,10.453,Healthy,0
COMP_01478,Lot_C,9.462,9.698,10.299,10.829,Healthy,0
COMP_01479,Lot_C,10.427,10.657,11.05,11.216,Healthy,0
COMP_01480,Lot_B,11.979,12.238,12.666,13.078,Healthy,0
COMP_01481,Lot_C,9.824,10.016,10.507,11.108,Healthy,0
COMP_01482,Lot_A,8.246,8.507,9.059,9.352,Healthy,0
COMP_01483,Lot_B,14.4,14.524,14.925,15.244,Healthy,0
COMP_01484,Lot_A,8.621,8.713,9.326,9.717,Healthy,0
COMP_01485,Lot_A,9.398,9.777,10.138,10.239,Healthy,0
COMP_01486,Lot_B,14.261,14.488,14.802,15.21,Healthy,0
COMP_01487,Lot_B,15.71,15.951,16.515,16.767,Healthy,0
COMP_01488,Lot_B,11.145,11.468,11.983,12.287,Healthy,0
COMP_01489,Lot_B,14.877,14.986,15.288,15.584,Healthy,0
COMP_01490,Lot_B,12.608,12.975,13.431,13.762,Healthy,0
COMP_01491,Lot_A,7.484,7.821,8.135,8.357,Healthy,0
COMP_01492,Lot_B,12.56,12.823,13.186,13.607,Healthy,0
COMP_01493,Lot_A,8.274,8.608,9.118,9.648,Healthy,0
COMP_01494,Lot_A,8.146,8.464,8.699,9.338,Healthy,0
COMP_01495,Lot_B,13.873,14.1,14.519,14.844,Healthy,0
COMP_01496,Lot_B,15.024,15.346,15.743,15.969,Healthy,0
COMP_01497,Lot_B,14.316,14.633,15.168,15.509,Healthy,0
COMP_01498,Lot_B,12.67,13.055,13.719,14.133,Healthy,0
COMP_01499,Lot_B,14.067,14.336,14.621,14.873,Healthy,0
COMP_01500,Lot_C,11.032,11.383,11.96,12.345,Healthy,0
COMP_01501,Lot_B,14.2,14.446,14.97,15.3,Healthy,0
COMP_01502,Lot_B,11.838,12.157,12.76,13.357,Healthy,0
COMP_01503,Lot_A,8.711,8.877,9.288,9.624,Healthy,0
COMP_01504,Lot_A,8.619,8.906,9.4,9.828,Healthy,0
COMP_01505,Lot_B,13.217,13.289,13.766,14.125,Healthy,0
COMP_01506,Lot_B,13.605,13.826,14.303,14.709,Healthy,0
COMP_01507,Lot_B,12.824,13.128,13.586,13.952,Healthy,0
COMP_01508,Lot_B,9.785,9.944,10.257,10.628,Healthy,0
COMP_01509,Lot_B,14.399,14.639,15.191,15.606,Healthy,0
COMP_01510,Lot_C,10.126,10.422,10.901,11.237,Healthy,0
COMP_01511,Lot_C,10.352,11.841,22.05,40.595,Latent Defect,1
COMP_01512,Lot_C,9.21,9.574,9.855,10.034,Healthy,0
COMP_01513,Lot_C,10.334,10.514,11.095,11.276,Healthy,0
COMP_01514,Lot_A,9.269,9.585,10.049,10.189,Healthy,0
COMP_01515,Lot_A,7.121,7.391,7.813,8.235,Healthy,0
COMP_01516,Lot_A,8.445,8.683,8.842,9.274,Healthy,0
COMP_01517,Lot_B,12.286,12.504,12.826,13.022,Healthy,0
COMP_01518,Lot_C,11.325,11.639,12.186,12.514,Healthy,0
COMP_01519,Lot_A,7.11,7.528,8.029,8.392,Healthy,0
COMP_01520,Lot_C,9.677,9.763,10.35,10.594,Healthy,0
COMP_01521,Lot_A,8.937,9.249,9.739,10.136,Healthy,0
COMP_01522,Lot_C,11.212,11.398,11.868,12.195,Healthy,0
COMP_01523,Lot_B,10.976,11.249,11.85,12.337,Healthy,0
COMP_01524,Lot_A,9.986,10.094,10.74,11.108,Healthy,0
COMP_01525,Lot_B,14.761,14.979,15.365,15.594,Healthy,0
COMP_01526,Lot_A,9.121,9.412,9.728,9.861,Healthy,0
COMP_01527,Lot_A,8.832,9.125,9.456,9.687,Healthy,0
COMP_01528,Lot_A,9.025,9.423,9.814,10.076,Healthy,0
COMP_01529,Lot_C,10.269,11.596,20.55,43.612,Latent Defect,1
COMP_01530,Lot_B,13.992,14.211,14.47,14.952,Healthy,0
COMP_01531,Lot_A,9.454,9.679,10.171,10.506,Healthy,0
COMP_01532,Lot_B,13.573,13.741,14.051,14.482,Healthy,0
COMP_01533,Lot_C,10.844,11.946,20.322,41.191,Latent Defect,1
COMP_01534,Lot_A,7.928,9.139,18.532,32.864,Latent Defect,1
COMP_01535,Lot_B,13.211,13.469,13.962,14.328,Healthy,0
COMP_01536,Lot_A,10.209,10.551,11.006,11.369,Healthy,0
COMP_01537,Lot_A,9.911,10.23,10.532,10.977,Healthy,0
COMP_01538,Lot_B,14.367,14.746,15.148,15.451,Healthy,0
COMP_01539,Lot_A,7.747,8.021,8.559,8.858,Healthy,0
